ticket_id,created_date,category,priority,assigned_team,status,resolution_time_hrs,is_escalated,server_id
TKT-21774,2025-08-08,Hardware,P4,Team D,Open,15.45,0,Server-E
TKT-21775,2026-04-06,Network,P3,Team B,Resolved,60.84,0,Server-A
TKT-21776,2026-03-06,Hardware,P4,Team C,Open,35.03,0,Server-B
TKT-21777,2025-08-15,Network,P4,Team D,Resolved,41.1,0,Server-C
TKT-21778,2026-01-29,Network,P1,Team B,Open,41.21,0,Server-A
TKT-21779,2025-12-19,Hardware,P3,Team B,Escalated,57.64,0,Server-C
TKT-21780,2025-10-25,Hardware,P3,Team C,Escalated,40.11,1,Server-B
TKT-21781,2026-03-07,Hardware,P4,Team D,Resolved,28.48,0,Server-E
TKT-21782,2026-02-18,Security,P4,Team C,Resolved,8.33,0,Server-A
TKT-21783,2025-10-18,Software,P3,Team A,Escalated,58.19,0,Server-A
TKT-21784,2025-10-25,Network,P3,Team D,Resolved,14.1,0,Server-A
TKT-21785,2026-04-27,Hardware,P4,Team C,Escalated,58.92,0,Server-A
TKT-21786,2025-12-14,Network,P2,Team B,Open,33.38,0,Server-E
TKT-21787,2026-01-29,Network,P4,Team B,Resolved,8.8,0,Server-E
TKT-21788,2026-06-02,Security,P3,Team B,Escalated,24.68,1,Server-C
TKT-21789,2026-02-20,Hardware,P2,Team C,Resolved,71.45,0,Server-B
TKT-21790,2025-12-19,Hardware,P4,Team A,Resolved,39.65,0,Server-E
TKT-21791,2025-07-04,Security,P3,Team D,Escalated,5.21,1,Server-D
TKT-21792,2026-01-02,Software,P1,Team C,Open,20.99,1,Server-E
TKT-21793,2026-01-27,Software,P1,Team B,Open,45.34,0,Server-B
TKT-21794,2026-03-18,Security,P1,Team D,Open,12.43,0,Server-B
TKT-21795,2026-01-25,Network,P3,Team C,Escalated,17.43,0,Server-E
TKT-21796,2025-11-25,Network,P2,Team C,Escalated,39.43,1,Server-C
TKT-21797,2026-04-19,Software,P4,Team C,Open,28.61,1,Server-E
TKT-21798,2026-02-04,Network,P3,Team C,Escalated,39.7,0,Server-A
TKT-21799,2025-07-15,Security,P3,Team A,Resolved,9.0,0,Server-D
TKT-21800,2026-01-29,Software,P3,Team D,Open,63.98,0,Server-D
TKT-21801,2025-10-27,Software,P2,Team A,Open,3.18,0,Server-C
TKT-21802,2025-10-17,Network,P2,Team C,Resolved,4.06,1,Server-C
TKT-21803,2026-04-12,Network,P1,Team B,Escalated,10.61,1,Server-A
TKT-21804,2026-03-29,Hardware,P2,Team B,Open,55.77,0,Server-A
TKT-21805,2025-09-22,Security,P2,Team A,Resolved,6.96,0,Server-A
TKT-21806,2026-02-25,Software,P3,Team A,Resolved,3.98,0,Server-B
TKT-21807,2026-03-20,Hardware,P3,Team D,Open,36.87,0,Server-C
TKT-21808,2025-11-20,Hardware,P1,Team C,Resolved,1.45,0,Server-D
TKT-21809,2025-09-06,Software,P2,Team D,Open,30.37,0,Server-E
TKT-21810,2026-06-02,Network,P3,Team C,Open,23.61,0,Server-A
TKT-21811,2025-12-31,Security,P3,Team B,Escalated,70.34,1,Server-A
TKT-21812,2025-08-20,Software,P4,Team D,Resolved,51.7,0,Server-C
TKT-21813,2026-02-21,Security,P3,Team A,Resolved,51.54,0,Server-E
TKT-21814,2026-03-11,Security,P2,Team C,Resolved,70.7,1,Server-C
TKT-21815,2026-04-21,Hardware,P3,Team C,Resolved,36.85,1,Server-A
TKT-21816,2026-01-01,Security,P1,Team D,Open,31.97,0,Server-E
TKT-21817,2026-01-12,Hardware,P3,Team B,Resolved,60.99,1,Server-A
TKT-21818,2025-07-24,Hardware,P4,Team C,Escalated,18.88,1,Server-C
TKT-21819,2026-01-08,Software,P1,Team D,Escalated,20.53,0,Server-E
TKT-21820,2025-10-02,Network,P4,Team C,Resolved,58.85,0,Server-D
TKT-21821,2025-12-23,Hardware,P4,Team B,Open,6.17,0,Server-E
TKT-21822,2026-03-31,Network,P1,Team B,Escalated,67.44,0,Server-D
TKT-21823,2025-11-23,Software,P4,Team C,Open,16.79,1,Server-C
TKT-21824,2025-09-23,Security,P1,Team C,Open,69.4,0,Server-B
TKT-21825,2025-12-03,Network,P3,Team A,Open,10.29,0,Server-B
TKT-21826,2025-11-04,Security,P3,Team A,Escalated,37.28,0,Server-A
TKT-21827,2025-09-15,Network,P3,Team B,Resolved,15.05,0,Server-B
TKT-21828,2025-10-30,Security,P4,Team C,Escalated,2.62,0,Server-C
TKT-21829,2026-04-30,Network,P3,Team B,Resolved,55.62,0,Server-E
TKT-21830,2025-10-28,Security,P2,Team D,Escalated,66.07,0,Server-C
TKT-21831,2025-09-05,Security,P3,Team A,Open,51.94,0,Server-C
TKT-21832,2026-01-30,Hardware,P3,Team B,Resolved,3.86,0,Server-E
TKT-21833,2025-12-19,Network,P4,Team A,Open,25.96,0,Server-A
TKT-21834,2026-03-06,Software,P2,Team D,Open,53.73,0,Server-C
TKT-21835,2025-09-07,Hardware,P4,Team C,Open,23.45,0,Server-C
TKT-21836,2026-02-13,Security,P1,Team C,Resolved,25.62,0,Server-D
TKT-21837,2025-09-26,Network,P1,Team C,Resolved,50.91,0,Server-A
TKT-21838,2025-06-30,Software,P4,Team A,Resolved,71.99,0,Server-E
TKT-21839,2025-07-23,Software,P4,Team C,Open,71.57,0,Server-A
TKT-21840,2025-08-30,Network,P1,Team B,Resolved,13.47,0,Server-C
TKT-21841,2025-09-22,Network,P2,Team B,Open,53.59,1,Server-E
TKT-21842,2026-01-25,Software,P3,Team D,Resolved,23.23,0,Server-B
TKT-21843,2025-11-22,Software,P4,Team A,Escalated,66.01,0,Server-E
TKT-21844,2025-08-21,Network,P1,Team D,Open,38.8,0,Server-E
TKT-21845,2025-12-21,Hardware,P3,Team A,Escalated,7.83,0,Server-C
TKT-21846,2026-04-27,Network,P3,Team C,Open,9.65,0,Server-E
TKT-21847,2025-07-16,Security,P2,Team B,Resolved,22.54,1,Server-C
TKT-21848,2026-04-13,Network,P2,Team C,Escalated,10.2,0,Server-E
TKT-21849,2025-11-02,Security,P2,Team D,Resolved,52.73,0,Server-A
TKT-21850,2026-04-28,Network,P3,Team D,Escalated,16.18,0,Server-D
TKT-21851,2025-11-23,Security,P3,Team B,Open,26.62,1,Server-D
TKT-21852,2025-09-05,Hardware,P3,Team B,Resolved,29.67,1,Server-B
TKT-21853,2026-05-25,Network,P4,Team D,Open,65.94,1,Server-B
TKT-21854,2025-09-03,Network,P3,Team D,Resolved,66.42,0,Server-A
TKT-21855,2025-07-17,Hardware,P3,Team C,Escalated,24.44,0,Server-B
TKT-21856,2025-08-31,Network,P1,Team C,Open,8.73,0,Server-E
TKT-21857,2026-01-26,Hardware,P3,Team A,Escalated,48.27,0,Server-D
TKT-21858,2026-03-10,Software,P3,Team A,Open,48.84,0,Server-A
TKT-21859,2026-02-25,Security,P4,Team B,Open,51.23,0,Server-B
TKT-21860,2026-01-01,Hardware,P1,Team A,Resolved,52.13,0,Server-E
TKT-21861,2026-01-06,Network,P4,Team A,Open,6.87,1,Server-A
TKT-21862,2025-07-06,Hardware,P1,Team B,Open,31.34,0,Server-B
TKT-21863,2025-07-02,Software,P2,Team B,Escalated,64.42,0,Server-D
TKT-21864,2025-12-19,Hardware,P4,Team A,Escalated,41.63,0,Server-D
TKT-21865,2025-07-25,Security,P1,Team B,Open,20.36,0,Server-B
TKT-21866,2026-03-07,Software,P4,Team A,Open,22.06,0,Server-A
TKT-21867,2025-07-09,Security,P2,Team A,Resolved,38.45,0,Server-C
TKT-21868,2025-07-29,Hardware,P3,Team D,Escalated,69.71,1,Server-E
TKT-21869,2026-03-28,Hardware,P1,Team C,Open,59.86,1,Server-D
TKT-21870,2026-03-27,Security,P3,Team A,Escalated,1.13,0,Server-E
TKT-21871,2026-02-13,Software,P3,Team B,Resolved,46.85,1,Server-A
TKT-21872,2025-06-19,Software,P1,Team C,Resolved,41.61,0,Server-E
TKT-21873,2025-06-16,Hardware,P2,Team D,Open,16.83,0,Server-C
TKT-21874,2026-01-31,Software,P3,Team D,Escalated,58.52,0,Server-E
TKT-21875,2025-10-10,Software,P2,Team B,Resolved,15.98,1,Server-A
TKT-21876,2026-04-10,Network,P4,Team B,Open,40.6,0,Server-C
TKT-21877,2025-12-01,Network,P4,Team D,Resolved,12.58,0,Server-D
TKT-21878,2026-03-19,Security,P2,Team D,Escalated,32.23,1,Server-E
TKT-21879,2025-09-04,Software,P2,Team C,Resolved,57.16,0,Server-E
TKT-21880,2025-10-10,Software,P3,Team A,Open,19.88,0,Server-E
TKT-21881,2025-06-14,Network,P3,Team A,Escalated,36.75,0,Server-C
TKT-21882,2025-09-07,Hardware,P3,Team D,Open,13.58,0,Server-C
TKT-21883,2025-08-23,Hardware,P4,Team A,Escalated,23.84,0,Server-A
TKT-21884,2026-03-10,Software,P3,Team D,Resolved,37.67,0,Server-C
TKT-21885,2025-12-24,Network,P2,Team D,Resolved,9.86,0,Server-C
TKT-21886,2025-06-29,Security,P4,Team D,Open,5.26,0,Server-C
TKT-21887,2025-06-10,Security,P3,Team C,Resolved,29.0,0,Server-B
TKT-21888,2025-08-18,Network,P2,Team D,Escalated,63.89,0,Server-C
TKT-21889,2026-03-23,Network,P1,Team D,Resolved,24.9,1,Server-D
TKT-21890,2026-01-15,Network,P2,Team A,Escalated,8.31,0,Server-D
TKT-21891,2026-04-26,Network,P1,Team D,Open,59.15,0,Server-B
TKT-21892,2026-02-27,Software,P1,Team C,Resolved,48.77,1,Server-D
TKT-21893,2026-05-27,Software,P3,Team D,Resolved,46.61,1,Server-A
TKT-21894,2025-11-19,Security,P2,Team B,Open,52.85,0,Server-D
TKT-21895,2026-02-15,Hardware,P2,Team A,Resolved,21.74,0,Server-B
TKT-21896,2026-03-29,Software,P1,Team B,Open,27.48,1,Server-C
TKT-21897,2026-05-10,Network,P3,Team D,Open,52.08,0,Server-D
TKT-21898,2025-07-20,Security,P1,Team A,Resolved,43.98,1,Server-D
TKT-21899,2025-09-05,Hardware,P2,Team D,Escalated,66.6,0,Server-A
TKT-21900,2025-08-26,Security,P4,Team D,Escalated,67.81,1,Server-B
TKT-21901,2026-04-17,Hardware,P2,Team C,Resolved,55.83,0,Server-E
TKT-21902,2025-08-16,Network,P1,Team A,Escalated,34.07,0,Server-E
TKT-21903,2026-02-17,Hardware,P3,Team A,Open,16.55,0,Server-D
TKT-21904,2025-12-09,Security,P2,Team A,Escalated,52.66,0,Server-C
TKT-21905,2026-05-14,Hardware,P2,Team D,Resolved,31.09,0,Server-E
TKT-21906,2026-04-30,Network,P2,Team B,Open,40.28,1,Server-E
TKT-21907,2026-01-29,Hardware,P2,Team B,Open,22.63,1,Server-A
TKT-21908,2025-07-16,Security,P3,Team D,Resolved,48.65,0,Server-D
TKT-21909,2026-05-22,Security,P4,Team A,Escalated,63.42,0,Server-A
TKT-21910,2025-07-19,Network,P4,Team C,Escalated,68.5,0,Server-E
TKT-21911,2026-01-24,Hardware,P1,Team D,Escalated,21.15,0,Server-B
TKT-21912,2026-01-15,Security,P4,Team C,Resolved,62.49,0,Server-C
TKT-21913,2025-11-11,Security,P4,Team D,Escalated,67.43,1,Server-E
TKT-21914,2026-03-12,Network,P3,Team B,Open,61.94,0,Server-A
TKT-21915,2026-04-13,Network,P3,Team D,Open,22.72,0,Server-C
TKT-21916,2025-06-12,Network,P4,Team D,Escalated,50.2,0,Server-C
TKT-21917,2025-08-13,Software,P1,Team C,Resolved,19.56,0,Server-A
TKT-21918,2025-11-19,Network,P2,Team B,Open,43.28,0,Server-C
TKT-21919,2025-09-23,Software,P3,Team D,Open,9.5,1,Server-D
TKT-21920,2025-12-04,Network,P3,Team A,Resolved,24.24,0,Server-B
TKT-21921,2025-07-22,Software,P3,Team B,Resolved,36.97,0,Server-D
TKT-21922,2025-09-08,Software,P1,Team C,Open,12.02,0,Server-C
TKT-21923,2026-01-26,Software,P2,Team D,Resolved,57.25,0,Server-D
TKT-21924,2026-03-07,Network,P2,Team D,Resolved,12.63,1,Server-A
TKT-21925,2026-02-06,Hardware,P1,Team D,Resolved,34.26,0,Server-A
TKT-21926,2026-02-26,Hardware,P2,Team A,Open,1.7,0,Server-D
TKT-21927,2026-03-21,Security,P4,Team A,Escalated,63.79,0,Server-A
TKT-21928,2026-03-29,Software,P1,Team A,Resolved,39.33,0,Server-A
TKT-21929,2025-12-12,Network,P4,Team D,Escalated,42.22,0,Server-D
TKT-21930,2026-05-04,Hardware,P3,Team B,Escalated,17.16,0,Server-D
TKT-21931,2026-02-08,Hardware,P1,Team B,Resolved,37.72,0,Server-C
TKT-21932,2025-06-13,Hardware,P2,Team A,Resolved,16.44,0,Server-E
TKT-21933,2025-12-28,Network,P4,Team A,Resolved,15.15,0,Server-C
TKT-21934,2026-05-21,Software,P2,Team A,Open,55.0,0,Server-E
TKT-21935,2026-01-15,Security,P2,Team C,Escalated,43.44,0,Server-E
TKT-21936,2025-10-19,Hardware,P2,Team C,Open,57.34,0,Server-E
TKT-21937,2025-12-02,Hardware,P1,Team B,Escalated,30.93,0,Server-D
TKT-21938,2025-11-14,Hardware,P1,Team D,Resolved,19.53,0,Server-C
TKT-21939,2026-03-29,Network,P3,Team A,Resolved,49.59,0,Server-C
TKT-21940,2025-06-26,Hardware,P3,Team D,Open,51.88,0,Server-B
TKT-21941,2025-11-07,Security,P3,Team C,Open,5.61,1,Server-A
TKT-21942,2025-07-02,Hardware,P2,Team A,Escalated,61.59,0,Server-A
TKT-21943,2026-05-19,Security,P4,Team C,Open,50.62,0,Server-B
TKT-21944,2026-06-02,Security,P1,Team D,Escalated,14.64,1,Server-B
TKT-21945,2025-09-21,Security,P1,Team D,Open,34.9,0,Server-E
TKT-21946,2026-03-11,Software,P2,Team B,Open,29.78,1,Server-E
TKT-21947,2025-11-28,Network,P3,Team D,Resolved,43.56,0,Server-D
TKT-21948,2026-01-15,Security,P4,Team C,Resolved,30.89,0,Server-C
TKT-21949,2025-09-17,Security,P2,Team C,Resolved,60.48,1,Server-B
TKT-21950,2025-11-27,Software,P4,Team C,Escalated,17.84,1,Server-C
TKT-21951,2025-12-06,Network,P1,Team D,Resolved,11.3,1,Server-C
TKT-21952,2025-12-05,Software,P2,Team C,Resolved,42.13,0,Server-C
TKT-21953,2025-08-03,Network,P2,Team B,Resolved,57.88,0,Server-B
TKT-21954,2026-05-24,Hardware,P2,Team C,Open,70.34,0,Server-C
TKT-21955,2025-07-11,Security,P3,Team B,Resolved,2.26,0,Server-B
TKT-21956,2026-01-16,Network,P4,Team D,Escalated,35.04,0,Server-E
TKT-21957,2026-04-22,Hardware,P3,Team D,Open,55.26,0,Server-E
TKT-21958,2025-06-24,Hardware,P3,Team A,Resolved,57.74,1,Server-B
TKT-21959,2025-07-29,Network,P1,Team B,Open,39.85,0,Server-A
TKT-21960,2025-08-18,Software,P3,Team D,Resolved,71.98,0,Server-A
TKT-21961,2025-10-10,Network,P1,Team A,Open,14.01,0,Server-D
TKT-21962,2026-03-21,Security,P4,Team D,Resolved,55.38,0,Server-A
TKT-21963,2026-04-10,Hardware,P3,Team B,Escalated,63.04,1,Server-E
TKT-21964,2026-05-21,Network,P1,Team B,Resolved,65.87,0,Server-C
TKT-21965,2025-10-29,Security,P4,Team B,Resolved,25.35,1,Server-E
TKT-21966,2025-09-26,Network,P2,Team A,Escalated,2.41,0,Server-B
TKT-21967,2025-10-07,Software,P2,Team C,Escalated,48.17,1,Server-B
TKT-21968,2025-07-07,Software,P1,Team B,Open,49.93,0,Server-E
TKT-21969,2025-08-13,Software,P1,Team A,Open,27.91,0,Server-B
TKT-21970,2026-03-01,Hardware,P1,Team B,Resolved,37.08,0,Server-E
TKT-21971,2025-11-06,Software,P2,Team D,Open,15.52,0,Server-E
TKT-21972,2025-08-07,Software,P2,Team C,Resolved,69.46,0,Server-E
TKT-21973,2025-06-18,Network,P3,Team B,Open,18.86,0,Server-A
TKT-21974,2026-04-04,Security,P1,Team A,Open,52.45,1,Server-B
TKT-21975,2025-12-09,Network,P2,Team D,Escalated,33.21,1,Server-B
TKT-21976,2025-10-10,Network,P2,Team D,Resolved,58.74,0,Server-A
TKT-21977,2026-05-19,Network,P1,Team D,Resolved,24.35,1,Server-A
TKT-21978,2025-12-16,Hardware,P3,Team B,Resolved,24.93,0,Server-B
TKT-21979,2026-04-10,Hardware,P2,Team B,Escalated,52.68,1,Server-C
TKT-21980,2025-12-27,Hardware,P2,Team A,Resolved,56.72,0,Server-E
TKT-21981,2025-06-24,Network,P1,Team A,Escalated,31.44,1,Server-D
TKT-21982,2026-04-03,Hardware,P1,Team B,Escalated,35.96,1,Server-B
TKT-21983,2025-11-25,Security,P2,Team D,Resolved,17.13,0,Server-A
TKT-21984,2026-05-01,Software,P2,Team A,Open,60.96,0,Server-A
TKT-21985,2026-02-23,Software,P2,Team B,Open,49.14,0,Server-D
TKT-21986,2025-07-27,Security,P4,Team C,Resolved,15.4,1,Server-C
TKT-21987,2026-05-16,Hardware,P4,Team D,Resolved,34.66,0,Server-B
TKT-21988,2025-11-16,Network,P1,Team C,Resolved,20.28,0,Server-A
TKT-21989,2025-08-26,Hardware,P1,Team B,Open,23.33,0,Server-A
TKT-21990,2025-11-28,Security,P3,Team A,Escalated,65.98,1,Server-A
TKT-21991,2025-07-01,Hardware,P3,Team A,Open,21.15,0,Server-C
TKT-21992,2025-06-06,Hardware,P2,Team D,Open,51.89,0,Server-C
TKT-21993,2026-03-31,Security,P2,Team D,Resolved,5.65,0,Server-E
TKT-21994,2025-11-30,Network,P1,Team C,Escalated,28.42,0,Server-C
TKT-21995,2025-09-28,Software,P2,Team D,Resolved,66.91,1,Server-D
TKT-21996,2025-08-20,Software,P2,Team C,Escalated,35.89,1,Server-D
TKT-21997,2026-05-03,Software,P1,Team C,Open,67.59,0,Server-E
TKT-21998,2026-04-16,Security,P3,Team D,Escalated,37.62,0,Server-A
TKT-21999,2025-06-19,Hardware,P4,Team C,Open,50.82,0,Server-E
TKT-22000,2025-12-01,Network,P1,Team A,Resolved,67.05,0,Server-C
TKT-22001,2026-01-31,Hardware,P2,Team C,Resolved,31.82,0,Server-B
TKT-22002,2025-11-11,Security,P1,Team B,Escalated,61.26,0,Server-C
TKT-22003,2026-02-10,Security,P4,Team A,Open,25.53,0,Server-E
TKT-22004,2025-09-03,Network,P1,Team C,Escalated,58.52,0,Server-B
TKT-22005,2026-02-02,Network,P4,Team C,Open,60.63,1,Server-C
TKT-22006,2026-05-31,Network,P3,Team D,Escalated,7.6,1,Server-E
TKT-22007,2025-09-21,Software,P1,Team C,Resolved,53.95,0,Server-E
TKT-22008,2025-06-29,Security,P4,Team A,Resolved,20.13,0,Server-A
TKT-22009,2025-11-05,Security,P2,Team C,Resolved,44.11,0,Server-C
TKT-22010,2026-01-02,Software,P3,Team C,Open,33.73,0,Server-A
TKT-22011,2026-04-16,Network,P1,Team B,Resolved,63.41,1,Server-C
TKT-22012,2026-01-17,Hardware,P4,Team C,Resolved,17.12,1,Server-C
TKT-22013,2025-07-27,Software,P2,Team C,Resolved,68.97,0,Server-A
TKT-22014,2025-07-03,Network,P4,Team B,Open,34.63,0,Server-B
TKT-22015,2026-04-13,Software,P2,Team D,Resolved,44.1,1,Server-D
TKT-22016,2026-04-03,Hardware,P3,Team A,Escalated,31.94,0,Server-A
TKT-22017,2025-12-21,Security,P1,Team B,Escalated,66.17,0,Server-A
TKT-22018,2025-06-28,Network,P4,Team C,Escalated,57.69,0,Server-B
TKT-22019,2026-01-18,Software,P4,Team C,Open,22.28,1,Server-B
TKT-22020,2026-05-23,Hardware,P2,Team B,Escalated,11.9,0,Server-B
TKT-22021,2026-05-08,Software,P3,Team B,Open,9.38,0,Server-D
TKT-22022,2026-02-20,Hardware,P4,Team D,Escalated,62.43,0,Server-E
TKT-22023,2025-07-01,Network,P1,Team B,Resolved,64.11,0,Server-E
TKT-22024,2026-04-19,Hardware,P2,Team C,Escalated,38.91,0,Server-A
TKT-22025,2026-02-11,Network,P2,Team C,Escalated,2.71,0,Server-A
TKT-22026,2025-08-26,Network,P4,Team B,Resolved,55.27,1,Server-E
TKT-22027,2026-01-29,Security,P4,Team D,Resolved,51.59,0,Server-D
TKT-22028,2026-01-20,Security,P3,Team C,Resolved,6.07,0,Server-E
TKT-22029,2025-12-12,Hardware,P2,Team C,Open,39.89,1,Server-E
TKT-22030,2025-11-07,Hardware,P4,Team B,Escalated,41.8,1,Server-D
TKT-22031,2025-12-26,Security,P1,Team B,Resolved,9.71,0,Server-D
TKT-22032,2025-08-08,Security,P4,Team C,Resolved,35.06,0,Server-C
TKT-22033,2025-10-05,Hardware,P4,Team A,Escalated,64.72,0,Server-E
TKT-22034,2025-06-20,Hardware,P4,Team A,Resolved,56.77,1,Server-E
TKT-22035,2026-05-14,Security,P3,Team D,Open,46.87,0,Server-E
TKT-22036,2026-05-17,Hardware,P3,Team B,Escalated,59.69,1,Server-D
TKT-22037,2025-12-25,Network,P1,Team C,Escalated,20.78,1,Server-E
TKT-22038,2025-07-28,Software,P1,Team D,Escalated,71.99,0,Server-A
TKT-22039,2026-02-24,Network,P2,Team A,Open,9.94,0,Server-E
TKT-22040,2025-08-29,Network,P2,Team C,Escalated,46.58,0,Server-E
TKT-22041,2025-09-19,Hardware,P2,Team C,Escalated,18.47,0,Server-E
TKT-22042,2025-11-04,Security,P1,Team C,Escalated,28.5,1,Server-C
TKT-22043,2025-06-19,Network,P4,Team B,Resolved,32.83,1,Server-C
TKT-22044,2025-10-04,Hardware,P1,Team D,Resolved,40.16,0,Server-D
TKT-22045,2026-04-25,Network,P3,Team C,Open,66.96,0,Server-E
TKT-22046,2025-07-14,Software,P4,Team B,Open,47.64,0,Server-C
TKT-22047,2025-12-31,Hardware,P3,Team C,Resolved,71.36,0,Server-B
TKT-22048,2026-01-04,Software,P1,Team C,Escalated,21.12,1,Server-D
TKT-22049,2025-12-16,Software,P1,Team A,Open,45.88,0,Server-E
TKT-22050,2025-06-13,Security,P4,Team D,Escalated,26.96,0,Server-A
TKT-22051,2026-02-19,Security,P4,Team D,Resolved,13.53,1,Server-B
TKT-22052,2025-11-09,Network,P3,Team D,Resolved,30.53,0,Server-E
TKT-22053,2026-04-16,Network,P1,Team B,Escalated,3.62,0,Server-A
TKT-22054,2025-10-14,Software,P1,Team C,Open,8.12,0,Server-C
TKT-22055,2026-02-28,Hardware,P3,Team B,Resolved,4.9,0,Server-D
TKT-22056,2026-04-03,Network,P1,Team B,Escalated,50.75,0,Server-C
TKT-22057,2025-11-26,Software,P3,Team A,Open,67.78,0,Server-D
TKT-22058,2026-01-23,Security,P2,Team D,Open,14.68,1,Server-E
TKT-22059,2025-09-22,Hardware,P2,Team A,Resolved,39.76,1,Server-C
TKT-22060,2026-03-21,Software,P3,Team B,Resolved,1.53,0,Server-E
TKT-22061,2026-04-25,Security,P1,Team A,Escalated,50.18,1,Server-D
TKT-22062,2025-06-28,Hardware,P4,Team C,Resolved,6.56,1,Server-E
TKT-22063,2025-11-28,Software,P2,Team D,Open,2.7,0,Server-D
TKT-22064,2026-04-15,Network,P4,Team C,Open,42.18,1,Server-C
TKT-22065,2025-08-20,Security,P1,Team C,Resolved,13.36,0,Server-B
TKT-22066,2026-03-03,Network,P2,Team D,Open,58.53,0,Server-C
TKT-22067,2025-08-28,Software,P2,Team B,Open,11.84,0,Server-E
TKT-22068,2026-04-14,Hardware,P2,Team C,Escalated,71.93,1,Server-A
TKT-22069,2025-10-09,Network,P2,Team A,Resolved,71.61,0,Server-B
TKT-22070,2025-12-06,Software,P1,Team C,Escalated,67.27,0,Server-A
TKT-22071,2026-05-24,Network,P3,Team D,Escalated,28.46,0,Server-D
TKT-22072,2026-01-28,Software,P1,Team C,Escalated,4.58,0,Server-E
TKT-22073,2025-11-17,Network,P2,Team C,Resolved,26.96,1,Server-A
TKT-22074,2025-07-27,Network,P1,Team D,Escalated,67.95,0,Server-A
TKT-22075,2025-07-06,Security,P3,Team C,Open,5.38,1,Server-B
TKT-22076,2026-01-25,Hardware,P3,Team A,Resolved,42.67,1,Server-C
TKT-22077,2025-07-07,Hardware,P1,Team D,Escalated,69.93,1,Server-D
TKT-22078,2025-10-30,Software,P1,Team D,Escalated,32.56,1,Server-B
TKT-22079,2026-01-02,Security,P4,Team A,Open,11.53,0,Server-C
TKT-22080,2025-08-03,Software,P1,Team A,Resolved,50.6,0,Server-E
TKT-22081,2026-05-11,Security,P1,Team C,Resolved,60.16,0,Server-B
TKT-22082,2025-09-21,Software,P2,Team C,Resolved,61.22,0,Server-A
TKT-22083,2026-01-22,Network,P4,Team A,Resolved,50.44,1,Server-E
TKT-22084,2026-04-10,Network,P4,Team A,Resolved,38.95,0,Server-D
TKT-22085,2025-12-07,Security,P4,Team D,Resolved,23.19,0,Server-B
TKT-22086,2026-04-17,Hardware,P1,Team B,Resolved,10.6,0,Server-B
TKT-22087,2025-11-26,Security,P1,Team A,Open,16.16,0,Server-C
TKT-22088,2025-11-24,Software,P4,Team D,Open,65.98,0,Server-D
TKT-22089,2025-06-13,Security,P2,Team A,Resolved,24.19,0,Server-A
TKT-22090,2025-12-13,Security,P4,Team A,Resolved,16.62,0,Server-A
TKT-22091,2026-04-28,Security,P2,Team C,Open,60.1,1,Server-D
TKT-22092,2026-05-25,Network,P4,Team D,Open,8.11,0,Server-B
TKT-22093,2025-12-01,Security,P1,Team B,Open,64.92,1,Server-E
TKT-22094,2026-03-28,Hardware,P2,Team B,Resolved,39.05,0,Server-D
TKT-22095,2025-10-29,Network,P4,Team C,Escalated,7.7,0,Server-A
TKT-22096,2026-05-25,Network,P2,Team C,Open,11.05,0,Server-A
TKT-22097,2025-11-13,Software,P2,Team A,Escalated,6.06,1,Server-A
TKT-22098,2026-03-22,Hardware,P3,Team D,Escalated,15.14,0,Server-C
TKT-22099,2025-12-24,Software,P1,Team C,Escalated,11.71,0,Server-B
TKT-22100,2025-11-23,Hardware,P4,Team B,Escalated,50.93,0,Server-E
TKT-22101,2025-08-01,Security,P1,Team D,Escalated,33.38,0,Server-B
TKT-22102,2025-08-23,Network,P3,Team A,Resolved,60.39,1,Server-C
TKT-22103,2025-12-10,Hardware,P4,Team C,Escalated,33.33,0,Server-B
TKT-22104,2025-08-03,Hardware,P1,Team D,Resolved,18.49,0,Server-A
TKT-22105,2025-08-14,Network,P4,Team C,Escalated,37.93,0,Server-D
TKT-22106,2025-09-23,Network,P3,Team C,Escalated,36.89,0,Server-C
TKT-22107,2025-06-09,Hardware,P4,Team D,Resolved,68.52,0,Server-D
TKT-22108,2025-11-21,Network,P4,Team A,Escalated,10.95,0,Server-C
TKT-22109,2025-09-01,Network,P4,Team A,Open,15.45,0,Server-C
TKT-22110,2025-12-16,Hardware,P2,Team A,Resolved,55.07,0,Server-A
TKT-22111,2025-09-16,Security,P4,Team B,Escalated,31.18,1,Server-B
TKT-22112,2025-10-16,Network,P2,Team A,Resolved,71.9,0,Server-C
TKT-22113,2026-03-29,Hardware,P3,Team A,Escalated,38.13,1,Server-C
TKT-22114,2026-03-21,Security,P1,Team D,Resolved,46.74,0,Server-C
TKT-22115,2025-10-05,Software,P3,Team B,Escalated,18.97,0,Server-A
TKT-22116,2026-04-08,Hardware,P2,Team A,Escalated,1.02,0,Server-C
TKT-22117,2025-08-12,Hardware,P1,Team A,Open,13.82,0,Server-D
TKT-22118,2025-11-08,Hardware,P1,Team D,Open,51.21,1,Server-A
TKT-22119,2026-05-30,Security,P1,Team D,Open,60.37,0,Server-C
TKT-22120,2025-09-25,Security,P3,Team B,Open,19.53,0,Server-A
TKT-22121,2026-03-22,Hardware,P4,Team D,Escalated,65.85,0,Server-E
TKT-22122,2026-04-29,Security,P1,Team C,Escalated,61.96,0,Server-D
