log_id,timestamp,server_id,log_level,uptime_percentage,response_time_ms
LOG-23857,2025-10-20 03:02:33,Server-B,INFO,89.78,1620.79
LOG-23858,2026-05-14 19:34:34,Server-B,INFO,90.64,539.44
LOG-23859,2026-01-19 14:52:36,Server-D,CRITICAL,95.41,355.04
LOG-23860,2026-05-29 08:37:30,Server-B,WARN,92.5,586.82
LOG-23861,2025-08-10 21:01:02,Server-C,WARN,87.74,1449.14
LOG-23862,2026-02-18 06:56:58,Server-B,WARN,87.37,1210.21
LOG-23863,2025-07-26 03:54:17,Server-B,ERROR,98.97,1226.86
LOG-23864,2026-04-20 20:18:29,Server-D,CRITICAL,92.31,1922.91
LOG-23865,2025-07-16 09:49:37,Server-A,WARN,88.71,1450.09
LOG-23866,2026-05-05 14:55:29,Server-D,CRITICAL,91.46,1984.28
LOG-23867,2025-08-01 12:07:24,Server-C,CRITICAL,92.22,798.25
LOG-23868,2025-08-04 00:35:59,Server-E,ERROR,95.65,1589.02
LOG-23869,2025-09-27 03:44:27,Server-B,WARN,88.63,1055.14
LOG-23870,2026-03-20 01:32:04,Server-B,WARN,88.36,1091.14
LOG-23871,2025-09-24 05:20:48,Server-A,INFO,86.04,509.46
LOG-23872,2025-10-15 01:43:16,Server-B,CRITICAL,88.25,618.92
LOG-23873,2026-01-21 20:39:45,Server-C,WARN,86.85,1758.33
LOG-23874,2025-10-23 19:00:23,Server-D,CRITICAL,99.58,1612.08
LOG-23875,2025-09-12 18:28:34,Server-E,ERROR,93.42,419.75
LOG-23876,2026-05-29 05:02:40,Server-B,INFO,92.68,1241.01
LOG-23877,2026-02-13 09:00:36,Server-C,ERROR,88.03,1929.58
LOG-23878,2025-06-24 18:09:07,Server-C,ERROR,85.98,1581.56
LOG-23879,2026-03-22 06:54:14,Server-C,INFO,99.47,580.16
LOG-23880,2026-03-08 20:07:17,Server-A,INFO,89.26,1853.74
LOG-23881,2025-06-19 15:47:47,Server-C,ERROR,94.74,943.57
LOG-23882,2025-11-02 20:48:25,Server-B,INFO,99.12,778.56
LOG-23883,2026-02-02 13:48:42,Server-C,CRITICAL,86.48,1438.88
LOG-23884,2026-04-09 13:36:54,Server-B,CRITICAL,92.1,575.86
LOG-23885,2025-09-26 14:03:09,Server-A,CRITICAL,89.31,1769.49
LOG-23886,2025-06-26 19:53:56,Server-D,CRITICAL,87.77,592.62
LOG-23887,2025-12-07 06:38:26,Server-D,INFO,91.85,1541.41
LOG-23888,2025-12-20 13:14:25,Server-E,WARN,86.58,490.6
LOG-23889,2026-02-04 23:46:06,Server-D,INFO,95.37,1298.65
LOG-23890,2025-08-09 12:19:23,Server-D,INFO,99.53,552.94
LOG-23891,2026-02-14 17:39:54,Server-C,CRITICAL,88.23,1236.69
LOG-23892,2025-12-09 19:19:39,Server-C,WARN,89.3,195.94
LOG-23893,2026-04-03 08:51:00,Server-B,WARN,86.77,137.35
LOG-23894,2025-08-19 19:30:28,Server-A,WARN,85.68,426.41
LOG-23895,2025-12-05 04:19:23,Server-C,ERROR,92.76,580.26
LOG-23896,2025-10-14 05:35:54,Server-D,CRITICAL,93.05,735.11
LOG-23897,2026-05-01 08:55:25,Server-C,CRITICAL,87.08,972.67
LOG-23898,2026-03-04 13:51:34,Server-A,CRITICAL,96.43,1603.06
LOG-23899,2026-05-18 10:02:46,Server-C,ERROR,87.6,1991.05
LOG-23900,2025-06-26 12:25:48,Server-B,ERROR,86.37,120.59
LOG-23901,2025-08-07 00:31:01,Server-A,WARN,97.92,1697.87
LOG-23902,2025-09-01 05:41:10,Server-A,CRITICAL,86.03,1848.53
LOG-23903,2026-01-16 04:07:36,Server-B,ERROR,91.8,1463.86
LOG-23904,2026-05-29 05:06:27,Server-A,ERROR,88.25,1317.5
LOG-23905,2025-09-02 19:48:43,Server-A,ERROR,86.12,165.19
LOG-23906,2026-02-07 14:00:38,Server-C,CRITICAL,98.76,1626.86
LOG-23907,2025-09-04 07:25:37,Server-C,CRITICAL,98.57,1172.07
LOG-23908,2025-07-20 07:30:13,Server-B,WARN,95.81,1324.37
LOG-23909,2025-12-03 20:04:21,Server-B,CRITICAL,93.1,1200.18
LOG-23910,2026-03-22 10:24:59,Server-B,CRITICAL,94.14,458.29
LOG-23911,2026-03-11 10:49:55,Server-A,CRITICAL,99.37,712.46
LOG-23912,2026-05-03 10:10:52,Server-D,WARN,97.16,1431.13
LOG-23913,2025-11-06 17:20:38,Server-B,ERROR,88.31,1156.26
LOG-23914,2026-02-27 11:59:06,Server-D,ERROR,92.98,1021.17
LOG-23915,2026-02-20 13:16:42,Server-E,WARN,91.89,391.27
LOG-23916,2025-09-26 18:43:54,Server-E,CRITICAL,88.71,376.02
LOG-23917,2025-09-30 19:21:16,Server-A,CRITICAL,86.28,1608.29
LOG-23918,2026-04-30 05:49:03,Server-E,WARN,91.08,445.15
LOG-23919,2025-12-21 10:06:14,Server-E,ERROR,95.22,430.4
LOG-23920,2026-02-24 22:18:22,Server-C,CRITICAL,99.12,628.28
LOG-23921,2025-09-12 11:22:05,Server-A,INFO,98.83,1396.44
LOG-23922,2026-01-02 07:55:57,Server-B,INFO,90.42,1252.16
LOG-23923,2025-10-22 23:17:58,Server-E,ERROR,97.04,278.45
LOG-23924,2025-11-16 02:04:15,Server-D,INFO,97.59,195.02
LOG-23925,2025-11-15 14:42:42,Server-E,WARN,88.07,1074.43
LOG-23926,2025-11-19 18:11:37,Server-A,ERROR,91.33,723.17
LOG-23927,2025-11-24 10:53:19,Server-D,WARN,97.25,665.13
LOG-23928,2025-12-22 23:45:13,Server-E,INFO,85.71,1037.81
LOG-23929,2026-01-22 17:55:41,Server-E,ERROR,95.79,612.07
LOG-23930,2026-01-14 13:10:35,Server-A,WARN,93.44,758.65
LOG-23931,2026-01-10 23:59:41,Server-A,INFO,94.18,621.57
LOG-23932,2025-06-06 18:22:38,Server-B,ERROR,99.11,77.59
LOG-23933,2026-05-23 17:23:56,Server-E,INFO,87.96,97.35
LOG-23934,2026-03-18 09:34:14,Server-E,WARN,97.59,1671.39
LOG-23935,2025-07-02 05:03:25,Server-A,CRITICAL,87.6,869.74
LOG-23936,2025-12-26 17:36:52,Server-A,INFO,93.6,1157.22
LOG-23937,2026-03-20 10:25:16,Server-C,INFO,87.21,473.54
LOG-23938,2026-02-01 18:57:33,Server-E,ERROR,90.75,1549.29
LOG-23939,2025-10-24 15:21:14,Server-E,INFO,91.4,1762.17
LOG-23940,2026-05-25 17:38:47,Server-C,CRITICAL,94.15,1247.64
LOG-23941,2026-01-20 18:06:07,Server-C,ERROR,97.78,140.89
LOG-23942,2025-10-16 21:09:11,Server-E,INFO,93.01,1044.27
LOG-23943,2026-04-22 08:57:35,Server-C,ERROR,95.08,816.96
LOG-23944,2026-04-02 17:44:02,Server-D,WARN,96.69,1884.54
LOG-23945,2025-10-26 10:41:29,Server-C,WARN,93.7,1179.68
LOG-23946,2025-08-16 04:29:06,Server-D,WARN,95.03,424.0
LOG-23947,2025-10-27 16:44:53,Server-D,CRITICAL,88.76,987.87
LOG-23948,2025-12-18 11:42:33,Server-C,ERROR,99.23,1301.47
LOG-23949,2025-07-29 00:09:59,Server-D,WARN,86.97,601.07
LOG-23950,2025-11-14 20:10:09,Server-C,CRITICAL,97.31,1446.2
LOG-23951,2025-08-08 12:11:06,Server-A,ERROR,94.37,310.92
LOG-23952,2025-09-08 03:58:10,Server-E,WARN,99.63,257.07
LOG-23953,2025-06-16 01:40:11,Server-E,ERROR,87.88,307.75
LOG-23954,2025-12-21 08:23:03,Server-C,INFO,94.51,830.88
LOG-23955,2026-05-01 01:33:39,Server-B,CRITICAL,98.32,885.12
LOG-23956,2026-02-23 23:05:39,Server-E,INFO,91.12,1386.0
LOG-23957,2026-02-03 15:58:10,Server-D,WARN,88.61,735.3
LOG-23958,2026-05-04 18:07:08,Server-D,ERROR,96.69,422.61
LOG-23959,2026-05-02 20:40:16,Server-B,ERROR,99.14,1285.49
LOG-23960,2025-10-16 21:05:27,Server-D,INFO,91.6,1506.58
LOG-23961,2026-01-20 07:14:12,Server-C,ERROR,93.83,1883.55
LOG-23962,2026-04-13 12:25:41,Server-A,WARN,89.94,1540.17
LOG-23963,2026-01-30 06:35:54,Server-E,INFO,91.46,1959.46
LOG-23964,2025-11-23 08:31:32,Server-B,INFO,88.37,464.86
LOG-23965,2025-09-11 17:52:56,Server-E,ERROR,89.85,1765.92
LOG-23966,2025-06-21 19:11:02,Server-D,ERROR,99.42,1671.32
LOG-23967,2026-02-27 02:12:01,Server-C,CRITICAL,90.81,1613.6
LOG-23968,2025-08-04 15:18:30,Server-B,WARN,98.0,954.42
LOG-23969,2025-06-26 13:38:52,Server-C,CRITICAL,94.72,355.93
LOG-23970,2025-07-23 05:37:41,Server-A,CRITICAL,85.07,857.63
LOG-23971,2026-05-09 15:09:20,Server-B,WARN,94.69,1104.27
LOG-23972,2025-07-18 04:03:00,Server-C,WARN,92.7,698.59
LOG-23973,2025-09-08 01:45:34,Server-A,WARN,91.64,1258.66
LOG-23974,2026-06-02 18:16:45,Server-C,ERROR,90.55,669.31
LOG-23975,2025-07-04 05:06:36,Server-E,CRITICAL,89.7,952.21
LOG-23976,2026-05-08 11:11:06,Server-B,INFO,90.47,1501.71
LOG-23977,2025-08-13 21:24:44,Server-D,CRITICAL,86.03,272.44
LOG-23978,2025-09-12 11:34:23,Server-E,INFO,96.68,684.62
LOG-23979,2025-07-16 13:41:15,Server-D,ERROR,98.39,1150.01
LOG-23980,2025-10-10 16:08:48,Server-E,ERROR,99.01,535.36
LOG-23981,2026-05-26 18:48:54,Server-D,CRITICAL,88.63,1902.64
LOG-23982,2025-11-03 23:35:47,Server-D,WARN,96.97,619.18
LOG-23983,2025-09-26 08:39:15,Server-E,CRITICAL,91.35,96.07
LOG-23984,2025-08-13 14:22:28,Server-A,CRITICAL,96.12,832.28
LOG-23985,2026-04-03 05:32:49,Server-A,CRITICAL,87.7,1105.04
LOG-23986,2025-12-30 06:35:37,Server-B,CRITICAL,86.71,1990.13
LOG-23987,2025-09-15 19:13:10,Server-A,INFO,93.78,532.92
LOG-23988,2025-11-12 03:21:01,Server-B,CRITICAL,99.71,1008.0
LOG-23989,2025-11-07 17:02:43,Server-D,ERROR,89.56,1786.65
LOG-23990,2025-12-01 02:43:57,Server-C,CRITICAL,87.45,1779.26
LOG-23991,2025-07-17 09:43:07,Server-E,CRITICAL,85.79,1378.61
LOG-23992,2025-08-02 17:43:06,Server-B,ERROR,86.34,1295.55
LOG-23993,2025-06-15 02:39:04,Server-E,WARN,99.82,1063.81
LOG-23994,2025-09-10 07:12:17,Server-C,CRITICAL,89.26,162.88
LOG-23995,2025-09-25 13:36:47,Server-B,CRITICAL,96.05,865.36
LOG-23996,2025-08-06 23:45:43,Server-B,INFO,96.28,1483.31
LOG-23997,2025-11-21 07:01:24,Server-C,ERROR,85.4,190.47
LOG-23998,2025-11-13 21:17:57,Server-C,WARN,99.53,605.98
LOG-23999,2025-12-28 02:20:16,Server-E,CRITICAL,97.51,1179.64
LOG-24000,2026-02-11 23:32:13,Server-D,INFO,90.3,1344.32
LOG-24001,2026-04-16 00:43:49,Server-A,INFO,85.68,1850.82
LOG-24002,2025-11-27 09:56:10,Server-B,WARN,94.07,1375.79
LOG-24003,2026-02-21 22:13:43,Server-E,CRITICAL,90.1,498.81
LOG-24004,2025-12-29 17:03:53,Server-C,WARN,89.56,1331.35
LOG-24005,2026-04-12 20:26:22,Server-E,ERROR,93.87,440.68
LOG-24006,2025-08-01 23:31:13,Server-D,WARN,90.85,1723.37
LOG-24007,2026-06-04 21:33:39,Server-D,CRITICAL,97.69,1244.17
LOG-24008,2026-04-08 10:49:06,Server-C,CRITICAL,90.36,199.4
LOG-24009,2026-04-30 11:51:43,Server-A,ERROR,88.39,1874.23
LOG-24010,2025-11-24 06:02:36,Server-E,ERROR,86.28,150.09
LOG-24011,2026-03-03 23:51:33,Server-B,WARN,90.68,210.61
LOG-24012,2026-04-04 00:38:37,Server-A,CRITICAL,85.74,1637.32
LOG-24013,2025-08-30 00:43:24,Server-C,ERROR,88.18,591.1
LOG-24014,2026-02-21 13:20:04,Server-A,ERROR,98.58,830.13
LOG-24015,2026-01-07 14:51:54,Server-C,CRITICAL,91.0,1066.67
LOG-24016,2025-11-05 01:14:48,Server-C,INFO,86.97,1099.74
LOG-24017,2026-02-08 20:43:36,Server-D,INFO,89.83,576.46
LOG-24018,2025-10-02 11:57:59,Server-B,CRITICAL,97.47,190.16
LOG-24019,2025-12-03 11:53:23,Server-B,INFO,89.37,147.01
LOG-24020,2025-10-29 20:47:47,Server-D,CRITICAL,93.56,1003.15
LOG-24021,2025-06-15 09:37:12,Server-B,INFO,99.78,676.76
LOG-24022,2025-10-20 20:54:39,Server-B,WARN,86.12,1517.24
LOG-24023,2025-12-09 04:52:28,Server-D,INFO,94.48,1483.61
LOG-24024,2026-04-01 04:52:12,Server-E,WARN,88.94,581.25
LOG-24025,2025-06-09 08:29:56,Server-B,INFO,95.46,144.45
LOG-24026,2025-12-05 14:54:21,Server-A,ERROR,91.03,514.77
LOG-24027,2025-10-07 15:27:25,Server-A,WARN,98.11,1271.3
LOG-24028,2025-08-26 13:08:55,Server-A,WARN,91.64,1563.73
LOG-24029,2026-02-24 09:57:26,Server-B,CRITICAL,96.08,1664.16
LOG-24030,2025-08-28 10:49:35,Server-D,CRITICAL,87.14,373.96
LOG-24031,2026-05-25 00:21:46,Server-D,INFO,91.53,196.33
LOG-24032,2025-11-03 01:22:44,Server-C,ERROR,92.28,1253.04
LOG-24033,2026-05-01 15:40:30,Server-E,WARN,91.44,1229.32
LOG-24034,2026-06-06 22:06:17,Server-D,ERROR,95.76,1132.26
LOG-24035,2025-07-24 06:52:57,Server-A,INFO,96.6,1901.63
LOG-24036,2026-01-21 14:55:41,Server-A,WARN,95.8,1175.4
LOG-24037,2026-06-04 04:50:33,Server-C,WARN,86.11,1307.64
LOG-24038,2025-08-05 23:03:34,Server-D,CRITICAL,90.93,150.75
LOG-24039,2025-06-13 13:26:04,Server-B,ERROR,94.38,790.07
LOG-24040,2025-07-01 09:51:43,Server-C,ERROR,90.13,807.5
LOG-24041,2026-04-10 11:40:46,Server-E,ERROR,96.91,759.74
LOG-24042,2025-12-29 12:29:27,Server-A,WARN,90.01,1050.91
LOG-24043,2025-09-08 06:03:34,Server-E,CRITICAL,95.07,578.16
LOG-24044,2025-07-29 00:45:55,Server-D,CRITICAL,99.15,431.67
LOG-24045,2026-03-29 12:45:43,Server-C,INFO,95.17,333.89
LOG-24046,2025-08-28 15:55:52,Server-D,CRITICAL,90.32,736.23
LOG-24047,2026-03-25 08:40:46,Server-B,CRITICAL,86.05,1149.94
LOG-24048,2026-01-28 11:13:57,Server-E,INFO,88.63,396.18
LOG-24049,2025-12-09 08:41:09,Server-A,INFO,87.78,510.69
LOG-24050,2025-07-06 20:52:10,Server-E,WARN,99.7,350.01
LOG-24051,2025-11-07 06:07:53,Server-E,WARN,94.52,1556.57
LOG-24052,2026-02-24 08:42:47,Server-E,WARN,89.55,1545.45
LOG-24053,2026-05-08 20:36:03,Server-B,WARN,89.26,642.53
LOG-24054,2026-05-16 11:09:36,Server-E,WARN,92.83,1101.94
LOG-24055,2025-10-20 04:30:04,Server-D,WARN,87.94,401.43
LOG-24056,2025-12-11 22:32:22,Server-B,CRITICAL,85.85,549.46
LOG-24057,2025-09-08 09:18:02,Server-C,INFO,93.6,254.07
LOG-24058,2025-11-25 08:24:43,Server-E,ERROR,91.81,480.83
LOG-24059,2025-09-25 17:27:37,Server-D,WARN,88.18,1346.38
LOG-24060,2025-08-16 22:49:58,Server-B,ERROR,95.24,1746.0
LOG-24061,2025-12-11 07:41:44,Server-E,ERROR,94.78,1029.71
LOG-24062,2026-01-17 01:47:24,Server-C,ERROR,92.48,1038.04
LOG-24063,2026-02-14 19:52:02,Server-E,INFO,95.53,993.5
LOG-24064,2026-06-03 21:47:23,Server-A,CRITICAL,99.8,1518.12
LOG-24065,2025-07-11 22:05:26,Server-C,ERROR,90.93,90.88
LOG-24066,2026-03-30 09:24:16,Server-C,CRITICAL,91.81,124.98
LOG-24067,2025-11-20 20:35:55,Server-C,INFO,92.81,191.47
LOG-24068,2026-02-08 17:18:19,Server-C,ERROR,85.82,1591.81
LOG-24069,2025-10-04 01:30:30,Server-D,ERROR,90.87,778.81
LOG-24070,2026-01-27 00:30:19,Server-D,WARN,89.19,973.08
LOG-24071,2025-09-27 21:22:09,Server-B,CRITICAL,89.66,1962.47
LOG-24072,2026-04-05 13:05:58,Server-D,INFO,94.05,1913.36
LOG-24073,2025-12-23 19:11:20,Server-E,ERROR,87.65,510.7
LOG-24074,2026-02-13 08:54:38,Server-A,INFO,90.53,1025.61
LOG-24075,2025-06-26 21:54:41,Server-C,ERROR,95.84,1014.43
LOG-24076,2025-11-16 05:18:29,Server-B,ERROR,85.46,1775.21
LOG-24077,2025-11-26 22:47:38,Server-B,WARN,96.06,1083.64
LOG-24078,2026-02-25 18:10:46,Server-C,INFO,90.81,891.66
LOG-24079,2025-10-19 18:50:56,Server-D,INFO,93.77,1637.09
LOG-24080,2026-02-18 14:15:23,Server-B,CRITICAL,98.66,1644.98
LOG-24081,2026-03-21 23:22:28,Server-D,WARN,85.13,877.13
LOG-24082,2025-12-15 17:05:41,Server-C,INFO,95.75,1142.52
LOG-24083,2025-06-10 05:33:29,Server-E,INFO,94.13,1360.61
LOG-24084,2025-11-22 21:09:28,Server-B,CRITICAL,88.12,1967.01
LOG-24085,2025-11-01 10:44:13,Server-B,INFO,99.28,1999.08
LOG-24086,2026-01-21 14:36:16,Server-B,INFO,90.19,1113.38
LOG-24087,2025-07-03 02:32:57,Server-A,WARN,93.15,1820.42
LOG-24088,2026-05-16 06:01:57,Server-E,ERROR,94.38,1220.99
LOG-24089,2026-01-07 17:07:36,Server-C,ERROR,94.59,850.73
LOG-24090,2026-02-23 19:31:01,Server-E,WARN,95.38,1596.49
LOG-24091,2025-07-21 00:12:34,Server-E,ERROR,91.14,493.29
LOG-24092,2026-03-30 06:45:29,Server-D,CRITICAL,98.71,505.09
LOG-24093,2025-06-24 04:34:05,Server-C,INFO,92.8,949.84
LOG-24094,2026-05-01 00:59:44,Server-D,INFO,97.99,1799.47
LOG-24095,2025-06-19 12:34:17,Server-C,CRITICAL,95.51,242.09
LOG-24096,2025-11-18 07:45:12,Server-B,WARN,96.43,305.1
LOG-24097,2025-06-10 19:33:27,Server-E,CRITICAL,91.06,404.14
LOG-24098,2026-02-17 15:26:07,Server-A,INFO,91.32,603.34
LOG-24099,2025-08-01 08:21:45,Server-E,INFO,88.17,318.65
LOG-24100,2026-02-26 15:12:28,Server-C,WARN,88.11,988.69
LOG-24101,2025-09-16 19:58:16,Server-A,ERROR,92.29,1961.96
LOG-24102,2025-10-27 04:27:37,Server-E,ERROR,91.46,1688.1
LOG-24103,2026-01-08 22:46:32,Server-B,INFO,90.78,396.31
LOG-24104,2026-02-23 15:46:48,Server-A,INFO,96.93,1461.16
LOG-24105,2025-11-25 03:25:16,Server-A,WARN,95.48,1036.12
LOG-24106,2026-02-20 00:35:33,Server-C,INFO,99.23,1724.65
LOG-24107,2025-12-15 11:53:43,Server-A,INFO,98.19,141.93
LOG-24108,2025-07-31 21:59:39,Server-C,ERROR,85.71,233.61
LOG-24109,2025-08-18 15:45:48,Server-A,WARN,99.13,865.49
LOG-24110,2026-02-19 00:20:53,Server-A,INFO,90.31,1399.29
LOG-24111,2025-06-27 09:56:38,Server-A,CRITICAL,99.74,496.53
LOG-24112,2026-05-17 00:30:26,Server-C,WARN,90.67,516.43
LOG-24113,2026-05-31 07:16:25,Server-D,INFO,94.91,1712.03
LOG-24114,2026-01-07 06:45:28,Server-C,WARN,90.89,669.85
LOG-24115,2026-02-28 08:26:11,Server-B,ERROR,87.45,1504.14
LOG-24116,2026-03-17 21:54:36,Server-C,CRITICAL,85.97,1529.42
LOG-24117,2025-08-05 01:47:31,Server-A,INFO,98.57,1586.33
LOG-24118,2025-12-20 00:07:36,Server-E,INFO,98.73,1548.12
LOG-24119,2026-04-15 14:18:16,Server-B,CRITICAL,99.74,1461.35
LOG-24120,2026-04-08 17:13:57,Server-E,CRITICAL,99.53,1845.21
LOG-24121,2025-09-12 20:00:41,Server-C,ERROR,93.91,877.56
LOG-24122,2026-03-07 20:14:52,Server-A,CRITICAL,96.27,1846.67
LOG-24123,2026-04-01 05:19:42,Server-D,WARN,89.72,636.64
LOG-24124,2025-11-11 10:11:05,Server-D,WARN,85.19,1712.93
LOG-24125,2025-07-08 14:15:34,Server-C,INFO,98.26,1276.78
LOG-24126,2026-05-17 12:47:32,Server-B,ERROR,86.96,1940.92
LOG-24127,2025-07-13 01:47:57,Server-E,ERROR,85.44,1182.26
LOG-24128,2025-07-21 20:03:15,Server-E,CRITICAL,92.73,1506.09
LOG-24129,2025-10-10 23:14:32,Server-B,INFO,94.2,578.52
LOG-24130,2025-07-24 22:59:00,Server-C,CRITICAL,96.75,1357.81
LOG-24131,2025-12-29 02:43:39,Server-B,ERROR,96.51,637.06
LOG-24132,2025-12-10 19:48:43,Server-B,INFO,93.89,1443.17
LOG-24133,2026-05-12 13:45:10,Server-C,CRITICAL,89.91,1150.36
LOG-24134,2025-10-19 23:35:09,Server-B,INFO,92.28,1294.21
LOG-24135,2026-01-20 06:30:09,Server-C,INFO,94.4,1813.37
LOG-24136,2025-09-08 22:46:56,Server-E,CRITICAL,98.29,1110.75
LOG-24137,2025-09-17 02:54:57,Server-E,WARN,98.09,1453.5
LOG-24138,2025-06-15 20:42:14,Server-D,INFO,95.87,1314.46
LOG-24139,2025-12-21 09:56:54,Server-E,ERROR,91.69,903.39
LOG-24140,2026-06-06 13:20:30,Server-C,INFO,90.55,1326.56
LOG-24141,2025-11-03 17:43:14,Server-C,INFO,86.46,1506.31
LOG-24142,2026-01-29 21:55:14,Server-E,INFO,93.86,853.22
LOG-24143,2025-10-06 23:01:26,Server-B,INFO,93.51,646.21
LOG-24144,2025-12-24 07:54:50,Server-D,INFO,87.58,355.54
LOG-24145,2025-10-24 19:16:11,Server-C,WARN,93.84,362.92
LOG-24146,2025-08-13 14:41:11,Server-A,ERROR,97.38,915.42
LOG-24147,2026-05-04 14:56:13,Server-D,WARN,90.17,70.46
LOG-24148,2025-06-15 20:21:03,Server-A,WARN,100.0,911.31
LOG-24149,2026-01-01 14:16:41,Server-E,ERROR,98.49,707.04
LOG-24150,2026-05-09 17:24:18,Server-D,CRITICAL,88.29,1814.53
LOG-24151,2026-02-18 18:13:56,Server-A,CRITICAL,95.21,1094.15
LOG-24152,2025-11-20 15:34:55,Server-C,WARN,90.15,1209.45
LOG-24153,2025-12-28 09:05:14,Server-C,INFO,98.81,170.03
LOG-24154,2025-10-03 20:43:34,Server-A,INFO,99.49,1580.08
LOG-24155,2025-08-06 09:30:12,Server-A,WARN,86.77,1117.69
LOG-24156,2025-12-09 12:50:38,Server-D,ERROR,95.74,1664.16
LOG-24157,2025-09-25 16:36:04,Server-D,WARN,93.25,605.54
LOG-24158,2025-07-17 21:41:35,Server-D,ERROR,85.55,1309.37
LOG-24159,2025-07-10 17:42:20,Server-D,INFO,89.87,214.17
LOG-24160,2025-12-03 08:21:18,Server-A,INFO,89.75,1773.45
LOG-24161,2025-07-21 18:06:50,Server-A,CRITICAL,95.28,845.48
LOG-24162,2026-03-21 05:02:09,Server-B,ERROR,94.95,769.79
LOG-24163,2025-06-13 19:12:26,Server-E,INFO,93.98,585.07
LOG-24164,2025-12-16 12:59:31,Server-A,INFO,96.59,869.34
LOG-24165,2025-06-23 22:59:15,Server-A,INFO,87.8,626.8
LOG-24166,2025-07-23 23:11:00,Server-B,CRITICAL,95.54,1216.81
LOG-24167,2026-05-22 18:43:30,Server-A,INFO,97.29,572.66
LOG-24168,2025-11-11 02:42:45,Server-C,CRITICAL,98.53,868.23
LOG-24169,2025-10-26 05:00:59,Server-B,WARN,95.15,1848.23
LOG-24170,2025-10-17 07:02:14,Server-E,ERROR,90.15,1668.36
LOG-24171,2025-08-11 18:50:12,Server-A,ERROR,90.56,1890.12
LOG-24172,2025-11-09 10:40:22,Server-B,ERROR,85.92,283.46
LOG-24173,2026-02-08 13:30:17,Server-B,CRITICAL,99.11,406.59
LOG-24174,2026-01-04 13:29:44,Server-E,INFO,91.53,1845.56
LOG-24175,2026-05-10 23:07:26,Server-C,WARN,89.64,516.68
LOG-24176,2025-08-02 20:26:41,Server-B,WARN,99.82,1790.73
LOG-24177,2026-02-11 02:15:01,Server-E,WARN,90.41,102.84
LOG-24178,2025-08-19 08:20:18,Server-A,CRITICAL,92.76,1112.51
LOG-24179,2025-08-09 07:29:28,Server-A,INFO,99.65,613.08
LOG-24180,2025-09-09 00:47:28,Server-A,INFO,87.47,1534.49
LOG-24181,2025-08-27 20:40:19,Server-E,CRITICAL,94.69,789.48
LOG-24182,2026-02-12 10:17:40,Server-A,INFO,94.96,1811.05
LOG-24183,2026-01-17 01:22:28,Server-C,CRITICAL,91.93,1221.24
LOG-24184,2025-12-07 14:26:58,Server-D,CRITICAL,85.68,1506.3
LOG-24185,2026-01-09 00:28:42,Server-C,WARN,95.14,1404.26
LOG-24186,2025-10-22 18:22:52,Server-C,ERROR,89.72,683.47
LOG-24187,2025-12-10 17:57:29,Server-C,WARN,86.93,1311.89
LOG-24188,2026-03-26 00:34:05,Server-D,CRITICAL,95.15,990.14
LOG-24189,2026-05-04 05:26:04,Server-E,WARN,92.27,1162.94
LOG-24190,2025-06-18 13:36:41,Server-A,ERROR,89.38,1634.31
LOG-24191,2026-04-06 04:24:02,Server-C,ERROR,88.35,1290.74
LOG-24192,2025-09-11 03:53:10,Server-B,CRITICAL,97.2,1505.18
LOG-24193,2025-11-11 12:09:16,Server-A,ERROR,93.9,1753.62
LOG-24194,2025-11-06 06:43:02,Server-B,CRITICAL,87.51,794.68
LOG-24195,2025-06-22 12:19:32,Server-D,INFO,88.44,1382.15
LOG-24196,2025-12-18 01:34:05,Server-B,INFO,88.79,824.38
LOG-24197,2025-06-12 21:15:39,Server-C,ERROR,99.97,1880.58
LOG-24198,2025-07-27 10:15:54,Server-E,INFO,94.6,1252.22
LOG-24199,2025-06-25 18:27:53,Server-B,ERROR,96.74,671.69
LOG-24200,2025-12-19 13:04:15,Server-A,ERROR,98.85,995.11
LOG-24201,2025-09-26 01:25:56,Server-E,CRITICAL,99.08,648.96
LOG-24202,2026-03-24 22:56:50,Server-B,ERROR,93.2,456.39
LOG-24203,2026-02-11 08:58:51,Server-E,ERROR,85.78,1428.68
LOG-24204,2025-08-10 22:14:37,Server-A,WARN,88.89,967.13
LOG-24205,2025-09-04 14:15:24,Server-A,INFO,93.13,1274.47
LOG-24206,2025-09-15 14:54:45,Server-A,CRITICAL,88.36,72.97
LOG-24207,2026-02-17 00:42:42,Server-E,ERROR,91.61,1964.78
LOG-24208,2025-06-23 01:34:44,Server-C,ERROR,90.38,528.43
LOG-24209,2025-07-15 15:36:19,Server-B,CRITICAL,96.86,1080.71
LOG-24210,2026-02-03 01:32:18,Server-B,INFO,90.08,1698.24
LOG-24211,2025-12-26 02:00:58,Server-C,CRITICAL,92.15,271.88
LOG-24212,2026-03-30 03:08:31,Server-E,INFO,90.29,1149.75
LOG-24213,2025-07-14 10:38:05,Server-E,CRITICAL,92.2,1041.65
LOG-24214,2025-11-08 02:27:46,Server-A,CRITICAL,89.54,935.47
LOG-24215,2025-08-09 17:54:46,Server-C,INFO,89.82,633.03
LOG-24216,2026-04-12 00:22:18,Server-B,WARN,87.53,698.67
LOG-24217,2025-11-30 09:42:05,Server-C,ERROR,91.44,393.08
LOG-24218,2025-08-03 11:39:58,Server-A,WARN,94.57,587.96
